date,cloud_cover,global_radiation,max_temp,mean_temp,min_temp,pressure
01-04-1979,6.0,112.0,8.3,8.0,4.5,100890.0
02-04-1979,5.0,124.0,8.6,4.4,0.5,100240.0
03-04-1979,5.0,121.0,7.9,3.8,-1.1,99910.0
04-04-1979,4.0,116.0,8.0,4.0,0.0,100270.0
05-04-1979,6.0,107.0,7.9,4.0,0.0,100920.0
06-04-1979,5.0,63.0,9.8,3.1,-1.7,101170.0
07-04-1979,8.0,112.0,9.3,5.8,1.8,101230.0
08-04-1979,8.0,58.0,13.7,6.8,4.2,101100.0
09-04-1979,8.0,105.0,16.1,9.5,5.3,100480.0
10-04-1979,7.0,96.0,15.9,11.8,7.5,99850.0
11-04-1979,6.0,159.0,12.8,13.1,10.3,99720.0
12-04-1979,5.0,156.0,17.5,10.1,7.4,100420.0
13-04-1979,7.0,173.0,21.7,12.8,8.0,101140.0
14-04-1979,6.0,219.0,22.4,15.2,8.6,101360.0
15-04-1979,6.0,205.0,15.2,15.3,8.2,102270.0
16-04-1979,5.0,228.0,9.0,11.3,7.4,102730.0
17-04-1979,7.0,64.0,13.2,7.3,5.6,102910.0
18-04-1979,3.0,243.0,14.5,7.2,1.2,103120.0
19-04-1979,7.0,90.0,12.7,10.2,5.9,102630.0
20-04-1979,7.0,126.0,12.3,10.6,8.4,101980.0
21-04-1979,6.0,80.0,13.5,8.0,3.7,101370.0
22-04-1979,7.0,160.0,13.5,8.7,3.9,100750.0
23-04-1979,7.0,84.0,11.5,11.0,8.4,99390.0
24-04-1979,6.0,139.0,11.4,9.0,6.5,99640.0
25-04-1979,6.0,186.0,12.0,7.4,3.5,100740.0
26-04-1979,6.0,182.0,12.0,8.6,5.2,101940.0
27-04-1979,6.0,139.0,12.6,9.3,6.6,102830.0
28-04-1979,7.0,98.0,13.9,9.8,6.9,101900.0
29-04-1979,6.0,76.0,10.9,8.0,2.1,101240.0
30-04-1979,6.0,204.0,7.5,8.2,5.5,100820.0
01-05-1979,8.0,86.0,8.0,5.6,3.8,100280.0
02-05-1979,5.0,214.0,10.0,4.6,1.1,100480.0
03-05-1979,3.0,245.0,9.1,4.6,-0.9,100930.0
04-05-1979,3.0,252.0,11.1,4.4,-0.3,101590.0
05-05-1979,4.0,243.0,12.4,6.4,1.7,102060.0
06-05-1979,4.0,240.0,15.0,6.7,1.0,102340.0
07-05-1979,7.0,199.0,16.0,9.4,3.9,102110.0
08-05-1979,7.0,156.0,15.6,11.2,6.4,101960.0
09-05-1979,4.0,237.0,13.6,10.0,4.5,102300.0
10-05-1979,8.0,97.0,16.1,10.4,7.3,102700.0
11-05-1979,8.0,82.0,20.8,12.6,9.2,102230.0
12-05-1979,7.0,188.0,23.4,16.0,11.2,103000.0
13-05-1979,4.0,301.0,26.1,17.4,11.5,103160.0
14-05-1979,2.0,311.0,26.2,18.5,10.9,102810.0
15-05-1979,3.0,308.0,22.5,19.6,12.9,101770.0
16-05-1979,6.0,219.0,15.2,17.4,12.4,100410.0
17-05-1979,5.0,266.0,16.0,11.8,8.5,100130.0
18-05-1979,4.0,276.0,17.2,12.2,8.3,100910.0
19-05-1979,1.0,303.0,14.0,10.9,4.6,101780.0
20-05-1979,7.0,79.0,15.1,11.2,8.5,100650.0
21-05-1979,6.0,216.0,15.8,11.8,8.4,100470.0
22-05-1979,6.0,252.0,14.3,11.7,7.6,100790.0
23-05-1979,5.0,212.0,14.6,11.8,9.4,100440.0
24-05-1979,4.0,271.0,13.4,11.0,7.3,100620.0
25-05-1979,5.0,251.0,15.5,9.4,5.4,100560.0
26-05-1979,7.0,115.0,15.9,11.0,6.6,100080.0
27-05-1979,4.0,168.0,15.9,11.3,6.7,100520.0
28-05-1979,6.0,126.0,18.6,11.6,7.2,100910.0
29-05-1979,7.0,169.0,20.1,15.8,13.0,101160.0
30-05-1979,7.0,136.0,16.2,16.1,12.1,101390.0
31-05-1979,7.0,108.0,18.7,13.8,11.5,101700.0
01-06-1979,6.0,230.0,21.2,13.6,8.4,102750.0
02-06-1979,7.0,216.0,19.2,16.4,11.5,102760.0
03-06-1979,8.0,145.0,19.3,15.0,10.8,102290.0
04-06-1979,7.0,80.0,20.4,15.9,12.5,101790.0
05-06-1979,6.0,222.0,16.7,16.5,12.6,101830.0
06-06-1979,5.0,239.0,14.4,12.5,8.3,101870.0
07-06-1979,5.0,157.0,17.2,12.0,9.5,101790.0
08-06-1979,6.0,182.0,18.7,12.2,7.3,101740.0
09-06-1979,7.0,98.0,17.9,15.4,12.2,101720.0
10-06-1979,7.0,157.0,16.2,15.0,12.1,101930.0
11-06-1979,7.0,94.0,15.4,13.0,9.7,102020.0
12-06-1979,7.0,81.0,18.1,12.4,9.4,101940.0
13-06-1979,8.0,110.0,16.4,15.3,12.5,101150.0
14-06-1979,7.0,127.0,16.1,14.4,12.5,100630.0
15-06-1979,6.0,172.0,19.2,11.8,7.4,100650.0
16-06-1979,6.0,218.0,20.7,14.6,9.9,102150.0
17-06-1979,7.0,110.0,22.6,17.0,13.3,102920.0
18-06-1979,5.0,224.0,25.5,18.7,14.8,102960.0
19-06-1979,1.0,277.0,25.8,19.0,12.6,102570.0
20-06-1979,2.0,297.0,19.4,19.0,12.2,102030.0
21-06-1979,6.0,110.0,20.1,17.0,14.6,101500.0
22-06-1979,1.0,343.0,19.5,15.2,10.3,101730.0
23-06-1979,5.0,223.0,16.6,14.9,10.3,101270.0
24-06-1979,5.0,213.0,18.5,13.8,11.0,100720.0
25-06-1979,5.0,260.0,19.9,14.0,9.5,101250.0
26-06-1979,6.0,244.0,21.4,15.2,10.5,101640.0
27-06-1979,5.0,219.0,20.8,16.0,10.6,101970.0
28-06-1979,4.0,269.0,17.6,15.5,10.2,102070.0
29-06-1979,6.0,212.0,16.6,15.8,13.9,101890.0
30-06-1979,7.0,89.0,18.5,14.1,11.6,102260.0
01-07-1979,5.0,179.0,18.7,13.8,9.0,102510.0
02-07-1979,5.0,198.0,22.1,15.1,11.5,102390.0
03-07-1979,5.0,236.0,23.4,16.9,11.7,102470.0
04-07-1979,4.0,224.0,25.5,18.4,13.4,102840.0
05-07-1979,2.0,285.0,25.1,19.3,13.1,102970.0
06-07-1979,4.0,256.0,21.9,19.6,14.1,102680.0
07-07-1979,6.0,210.0,23.1,17.6,13.4,102140.0
08-07-1979,7.0,212.0,20.8,18.0,13.0,101970.0
09-07-1979,6.0,249.0,22.0,18.6,16.5,101820.0
10-07-1979,6.0,256.0,20.8,17.2,12.4,102370.0
11-07-1979,7.0,107.0,25.1,17.4,14.0,102180.0
12-07-1979,4.0,304.0,26.2,18.4,11.6,101840.0
13-07-1979,3.0,278.0,22.1,19.3,12.4,102060.0
14-07-1979,5.0,289.0,21.1,17.6,13.0,102640.0
15-07-1979,7.0,190.0,23.6,18.3,15.5,102730.0
16-07-1979,7.0,165.0,26.7,17.8,12.1,102370.0
17-07-1979,3.0,296.0,21.8,20.0,13.4,102030.0
18-07-1979,6.0,105.0,17.7,18.9,16.0,101360.0
19-07-1979,8.0,108.0,21.5,15.8,14.0,101400.0
20-07-1979,6.0,252.0,19.5,17.6,13.6,101450.0
21-07-1979,6.0,170.0,18.1,16.2,13.0,101380.0
22-07-1979,6.0,84.0,18.7,13.8,9.4,102260.0
23-07-1979,7.0,97.0,21.1,15.8,12.9,102440.0
24-07-1979,6.0,145.0,25.2,16.7,12.3,102050.0
25-07-1979,5.0,206.0,27.1,18.9,12.6,101860.0
26-07-1979,6.0,274.0,29.9,20.2,13.2,101970.0
27-07-1979,5.0,280.0,27.4,22.2,14.6,102060.0
28-07-1979,5.0,204.0,19.8,21.9,16.4,101890.0
29-07-1979,6.0,110.0,21.5,18.6,17.3,101070.0
30-07-1979,6.0,103.0,20.8,17.8,14.1,100830.0
31-07-1979,6.0,203.0,23.1,17.8,14.8,100220.0
01-08-1979,5.0,205.0,21.6,18.6,14.1,100070.0
02-08-1979,5.0,192.0,20.0,17.8,14.0,100530.0
03-08-1979,6.0,174.0,21.6,17.0,14.0,101320.0
04-08-1979,6.0,219.0,22.5,17.9,14.2,102030.0
05-08-1979,6.0,251.0,24.8,17.0,11.4,101900.0
06-08-1979,6.0,192.0,23.1,19.2,13.6,101360.0
07-08-1979,7.0,153.0,20.1,19.6,16.1,100740.0
08-08-1979,6.0,144.0,20.1,15.7,11.3,101090.0
09-08-1979,6.0,154.0,20.0,16.6,13.0,100340.0
10-08-1979,6.0,188.0,23.6,15.0,9.9,101470.0
11-08-1979,6.0,187.0,25.0,19.3,15.0,101570.0
12-08-1979,6.0,116.0,21.5,20.6,16.3,101800.0
13-08-1979,8.0,79.0,20.4,19.2,16.9,101450.0
14-08-1979,6.0,220.0,21.3,18.6,16.7,100190.0
15-08-1979,4.0,232.0,21.0,16.0,10.7,101210.0
16-08-1979,5.0,192.0,18.3,15.4,9.8,101370.0
17-08-1979,7.0,93.0,18.2,16.0,13.7,100550.0
18-08-1979,7.0,72.0,19.8,15.4,12.7,101440.0
19-08-1979,6.0,89.0,22.8,16.6,13.4,101680.0
20-08-1979,6.0,190.0,19.8,17.4,11.9,101820.0
21-08-1979,5.0,233.0,19.6,16.6,13.4,101480.0
22-08-1979,4.0,210.0,16.1,14.8,10.0,101380.0
23-08-1979,4.0,173.0,16.9,12.4,8.8,100820.0
24-08-1979,6.0,130.0,18.3,13.3,9.7,100940.0
25-08-1979,6.0,126.0,18.7,13.2,8.0,101080.0
26-08-1979,5.0,196.0,17.4,14.6,10.5,101520.0
27-08-1979,4.0,205.0,21.8,13.4,9.4,102080.0
28-08-1979,0.0,251.0,23.9,13.8,5.7,102530.0
29-08-1979,4.0,244.0,26.0,16.4,9.0,102560.0
30-08-1979,3.0,227.0,23.1,18.8,11.7,102090.0
31-08-1979,6.0,86.0,22.8,18.0,13.0,102000.0
01-09-1979,6.0,145.0,21.6,19.1,15.4,101790.0
02-09-1979,6.0,166.0,19.4,18.3,15.0,101410.0
03-09-1979,7.0,97.0,21.7,16.2,13.1,101660.0
04-09-1979,4.0,182.0,23.6,16.1,10.5,102500.0
05-09-1979,0.0,215.0,25.9,16.8,10.0,101980.0
06-09-1979,2.0,185.0,21.9,19.2,12.6,101150.0
07-09-1979,4.0,184.0,24.3,17.2,12.5,101770.0
09-09-1979,6.0,124.0,21.2,18.5,15.2,101990.0
10-09-1979,7.0,125.0,23.2,17.7,14.2,102460.0
11-09-1979,2.0,187.0,17.4,16.8,10.3,102250.0
12-09-1979,4.0,102.0,18.5,13.6,9.8,101910.0
13-09-1979,4.0,187.0,18.2,15.4,12.4,101880.0
14-09-1979,4.0,157.0,17.4,11.4,4.7,102260.0
15-09-1979,3.0,190.0,20.2,11.7,6.0,102860.0
16-09-1979,1.0,194.0,21.2,13.6,6.9,102530.0
17-09-1979,4.0,132.0,20.4,15.4,9.6,101540.0
18-09-1979,8.0,46.0,18.3,16.3,12.2,101230.0
19-09-1979,8.0,46.0,17.6,17.4,16.4,101340.0
20-09-1979,3.0,184.0,15.5,14.2,10.7,101240.0
21-09-1979,3.0,139.0,14.2,10.5,5.5,101680.0
22-09-1979,2.0,166.0,14.7,9.2,4.3,102230.0
23-09-1979,5.0,59.0,16.6,9.5,4.3,102270.0
24-09-1979,5.0,149.0,18.6,12.1,7.6,102350.0
25-09-1979,8.0,60.0,21.0,13.5,8.4,102100.0
26-09-1979,7.0,73.0,17.7,17.2,13.5,101880.0
27-09-1979,6.0,131.0,17.4,15.4,13.2,102590.0
28-09-1979,4.0,138.0,17.1,12.5,7.6,103190.0
29-09-1979,5.0,132.0,18.7,12.0,6.8,102800.0
30-09-1979,6.0,71.0,19.0,14.4,10.1,102070.0
01-10-1979,5.0,107.0,20.5,14.3,9.6,101850.0
02-10-1979,5.0,122.0,20.1,13.6,6.7,101820.0
03-10-1979,7.0,55.0,17.0,15.7,11.3,101170.0
04-10-1979,7.0,71.0,17.1,15.6,14.3,100500.0
05-10-1979,3.0,141.0,18.8,11.6,6.1,100880.0
06-10-1979,6.0,108.0,19.9,13.2,7.7,100920.0
07-10-1979,5.0,109.0,21.7,15.9,11.9,101140.0
08-10-1979,7.0,104.0,21.1,16.3,10.9,101390.0
09-10-1979,7.0,90.0,16.7,18.2,15.2,100910.0
10-10-1979,8.0,33.0,18.4,15.6,14.4,100280.0
11-10-1979,5.0,115.0,19.2,14.4,10.5,100310.0
12-10-1979,5.0,105.0,18.1,14.6,10.0,99820.0
13-10-1979,6.0,70.0,17.3,15.6,13.0,99350.0
14-10-1979,5.0,96.0,17.9,13.1,8.9,99510.0
16-10-1979,7.0,74.0,16.0,12.6,9.2,101160.0
17-10-1979,7.0,58.0,15.8,12.6,9.1,102210.0
18-10-1979,3.0,121.0,18.0,12.2,8.6,102730.0
19-10-1979,6.0,93.0,14.4,13.4,8.8,102560.0
20-10-1979,7.0,41.0,15.0,12.4,10.5,102690.0
21-10-1979,4.0,74.0,13.8,10.6,6.3,102730.0
22-10-1979,4.0,74.0,11.8,11.2,8.5,102300.0
23-10-1979,6.0,77.0,13.7,9.0,6.1,101820.0
24-10-1979,6.0,58.0,13.6,10.8,7.8,101330.0
25-10-1979,8.0,26.0,12.9,11.6,9.6,100710.0
26-10-1979,8.0,25.0,12.4,11.6,10.2,100740.0
27-10-1979,3.0,85.0,10.6,9.1,5.8,100950.0
28-10-1979,3.0,71.0,12.1,5.8,0.9,100830.0
29-10-1979,4.0,95.0,14.3,7.7,3.3,100930.0
30-10-1979,7.0,24.0,14.9,8.5,2.7,101050.0
31-10-1979,5.0,76.0,13.9,11.2,7.5,100710.0
01-11-1979,4.0,62.0,13.2,10.0,6.2,101480.0
02-11-1979,4.0,87.0,15.1,7.5,1.8,102630.0
03-11-1979,8.0,22.0,15.1,9.9,4.7,102310.0
04-11-1979,7.0,22.0,12.5,12.8,10.6,101320.0
05-11-1979,4.0,67.0,13.1,10.0,7.4,100580.0
06-11-1979,8.0,24.0,13.8,10.8,8.6,100010.0
07-11-1979,6.0,21.0,9.6,10.2,6.5,100200.0
08-11-1979,7.0,20.0,9.5,6.8,4.0,100510.0
09-11-1979,3.0,67.0,9.1,6.2,2.8,100930.0
10-11-1979,1.0,77.0,11.0,3.6,-1.8,102230.0
11-11-1979,7.0,24.0,7.4,5.7,0.4,101740.0
12-11-1979,5.0,51.0,6.5,5.6,3.7,100810.0
13-11-1979,4.0,67.0,7.3,2.4,-1.8,100890.0
14-11-1979,8.0,21.0,5.8,3.3,-0.7,99310.0
15-11-1979,8.0,21.0,6.2,4.4,3.1,99210.0
16-11-1979,7.0,18.0,8.5,4.4,2.5,99890.0
18-11-1979,4.0,64.0,9.8,6.0,2.0,100570.0
19-11-1979,4.0,39.0,6.4,6.2,2.5,101710.0
22-11-1979,8.0,16.0,11.3,5.0,-0.3,102890.0
23-11-1979,7.0,20.0,8.5,8.8,6.2,102160.0
24-11-1979,2.0,55.0,14.0,4.4,0.2,102200.0
25-11-1979,6.0,15.0,15.0,7.6,1.3,102110.0
26-11-1979,8.0,15.0,14.5,11.3,7.6,101530.0
27-11-1979,7.0,19.0,12.9,11.2,8.0,102290.0
28-11-1979,4.0,36.0,12.4,11.4,9.8,102590.0
29-11-1979,4.0,27.0,14.4,8.2,4.0,102270.0
30-11-1979,6.0,22.0,13.5,10.0,5.6,101670.0
01-12-1979,6.0,36.0,14.2,11.2,9.0,101950.0
02-12-1979,8.0,13.0,13.3,11.8,9.4,101870.0
03-12-1979,4.0,36.0,14.1,10.4,7.6,102150.0
04-12-1979,6.0,21.0,15.6,9.8,5.6,102280.0
05-12-1979,8.0,13.0,14.7,12.2,8.8,101550.0
06-12-1979,8.0,13.0,13.6,11.7,8.7,102250.0
07-12-1979,7.0,13.0,11.7,11.9,10.2,101440.0
08-12-1979,7.0,13.0,14.3,11.2,10.7,100880.0
09-12-1979,7.0,18.0,11.2,11.4,8.4,99490.0
10-12-1979,4.0,38.0,8.4,9.6,8.0,98860.0
11-12-1979,6.0,12.0,11.9,7.6,6.7,99040.0
12-12-1979,5.0,12.0,11.7,6.8,1.8,101150.0
13-12-1979,5.0,33.0,11.4,7.5,3.3,100200.0
14-12-1979,6.0,40.0,8.0,7.9,4.4,99130.0
15-12-1979,6.0,20.0,10.5,6.8,5.7,98480.0
16-12-1979,5.0,17.0,8.0,6.8,3.0,100480.0
17-12-1979,5.0,15.0,6.7,5.7,3.4,100620.0
18-12-1979,5.0,16.0,5.3,5.3,3.9,101040.0
19-12-1979,5.0,35.0,5.0,3.6,1.9,101770.0
20-12-1979,5.0,29.0,3.9,3.4,1.7,102450.0
21-12-1979,5.0,32.0,3.2,2.8,1.7,102040.0
22-12-1979,8.0,12.0,2.7,1.3,-0.6,100910.0
23-12-1979,8.0,12.0,4.8,2.0,1.3,100290.0
24-12-1979,6.0,12.0,5.3,2.7,0.6,101290.0
25-12-1979,1.0,44.0,7.8,0.4,-4.4,102320.0
26-12-1979,5.0,18.0,11.2,1.8,-4.2,102320.0
27-12-1979,8.0,12.0,7.1,6.9,2.6,100380.0
28-12-1979,6.0,28.0,6.2,4.1,1.1,100250.0
30-12-1979,2.0,29.0,4.3,1.8,-0.8,100350.0
31-12-1979,3.0,45.0,1.0,1.4,-1.5,101380.0
01-01-1980,4.0,14.0,2.3,-1.8,-4.6,101400.0
02-01-1980,2.0,51.0,10.9,-1.8,-6.0,102440.0
03-01-1980,8.0,13.0,9.7,2.6,-5.7,101850.0
04-01-1980,5.0,39.0,8.0,5.2,0.8,100510.0
05-01-1980,4.0,23.0,8.4,4.8,1.6,100660.0
06-01-1980,6.0,36.0,6.5,5.8,3.3,101120.0
07-01-1980,6.0,21.0,5.0,5.2,3.9,101730.0
08-01-1980,7.0,13.0,4.9,3.8,2.6,102230.0
09-01-1980,6.0,19.0,3.9,2.6,0.3,101980.0
10-01-1980,6.0,14.0,3.6,2.7,1.5,102890.0
11-01-1980,6.0,22.0,2.5,1.6,-0.3,103860.0
12-01-1980,4.0,14.0,3.0,0.4,-1.8,104280.0
13-01-1980,2.0,52.0,0.8,0.2,-2.6,103670.0
14-01-1980,7.0,38.0,3.8,-1.5,-3.8,102090.0
15-01-1980,7.0,17.0,5.5,-0.1,-4.0,101540.0
16-01-1980,4.0,36.0,4.6,3.0,0.5,102000.0
17-01-1980,4.0,57.0,2.0,2.4,0.2,101940.0
18-01-1980,7.0,15.0,4.8,1.2,0.5,101220.0
19-01-1980,8.0,16.0,6.7,1.8,-1.2,100550.0
20-01-1980,4.0,45.0,8.8,4.2,1.6,100470.0
21-01-1980,7.0,25.0,9.1,4.8,0.8,98930.0
22-01-1980,4.0,53.0,9.1,6.4,3.7,98960.0
23-01-1980,5.0,61.0,8.0,6.1,3.1,99430.0
24-01-1980,1.0,66.0,8.0,3.5,-1.0,100300.0
25-01-1980,2.0,64.0,5.1,3.1,-1.8,101770.0
26-01-1980,3.0,44.0,3.2,1.6,-1.8,102730.0
27-01-1980,4.0,26.0,6.1,-0.5,-4.2,103100.0
28-01-1980,7.0,20.0,9.0,1.6,-3.0,102310.0
29-01-1980,8.0,25.0,11.4,6.0,3.0,101610.0
30-01-1980,6.0,55.0,10.1,7.6,3.9,100480.0
31-01-1980,7.0,29.0,8.5,8.2,6.2,98510.0
01-02-1980,6.0,45.0,10.2,3.2,-2.1,100900.0
02-02-1980,7.0,32.0,10.4,4.9,-0.4,100130.0
03-02-1980,6.0,20.0,10.1,6.7,3.0,100300.0
04-02-1980,7.0,20.0,10.6,5.8,1.4,100320.0
05-02-1980,7.0,21.0,8.1,6.2,1.7,99670.0
06-02-1980,7.0,21.0,9.5,6.4,4.8,100400.0
07-02-1980,8.0,28.0,11.3,6.7,3.9,101010.0
08-02-1980,8.0,25.0,11.7,7.6,3.9,101190.0
09-02-1980,7.0,22.0,11.2,9.6,7.4,100680.0
10-02-1980,3.0,92.0,11.8,7.4,3.7,101670.0
11-02-1980,6.0,64.0,10.9,7.6,3.5,102590.0
12-02-1980,7.0,62.0,8.5,7.3,3.7,102540.0
13-02-1980,7.0,31.0,9.2,6.4,4.4,101910.0
14-02-1980,8.0,24.0,12.6,7.2,5.1,101890.0
15-02-1980,5.0,82.0,8.5,9.4,6.3,101440.0
16-02-1980,6.0,25.0,12.8,6.0,3.5,101810.0
17-02-1980,5.0,57.0,11.1,8.2,3.5,102530.0
18-02-1980,6.0,67.0,11.0,7.6,4.1,102180.0
19-02-1980,7.0,58.0,11.1,7.6,4.3,101620.0
20-02-1980,6.0,46.0,10.3,6.4,1.6,101450.0
21-02-1980,8.0,28.0,9.4,6.6,3.0,101620.0
22-02-1980,6.0,40.0,9.2,8.6,7.9,101670.0
23-02-1980,5.0,56.0,6.7,5.4,1.7,102570.0
24-02-1980,6.0,29.0,9.7,4.0,1.4,102720.0
25-02-1980,4.0,92.0,6.2,5.7,1.7,102510.0
26-02-1980,3.0,55.0,6.8,1.9,-2.4,103090.0
27-02-1980,8.0,31.0,9.4,2.8,-1.1,103500.0
28-02-1980,6.0,103.0,11.3,5.5,1.6,103660.0
29-02-1980,7.0,58.0,10.0,7.2,3.1,103190.0
01-03-1980,7.0,35.0,10.3,7.4,4.8,102780.0
02-03-1980,7.0,93.0,6.9,8.0,5.7,102230.0
03-03-1980,4.0,136.0,10.0,4.0,1.1,102520.0
04-03-1980,2.0,141.0,8.0,3.6,-2.8,102340.0
05-03-1980,6.0,53.0,10.6,3.8,-0.5,101080.0
06-03-1980,7.0,38.0,8.8,7.4,4.1,98980.0
07-03-1980,7.0,79.0,8.5,6.0,3.3,98050.0
08-03-1980,5.0,64.0,11.1,5.6,2.6,99850.0
09-03-1980,4.0,112.0,9.3,6.4,1.6,101720.0
10-03-1980,7.0,57.0,10.4,6.0,2.7,101590.0
11-03-1980,6.0,72.0,10.5,6.6,2.9,102050.0
12-03-1980,7.0,42.0,8.9,7.4,4.2,101020.0
13-03-1980,5.0,151.0,6.7,5.8,2.7,100840.0
14-03-1980,7.0,43.0,4.0,4.4,2.0,101500.0
15-03-1980,8.0,44.0,6.4,3.6,3.3,102210.0
16-03-1980,8.0,52.0,5.5,4.4,2.5,102340.0
17-03-1980,7.0,50.0,7.6,3.8,2.0,101190.0
18-03-1980,8.0,46.0,2.6,4.0,0.5,100840.0
