date,demand,RRP,min_temperature,max_temperature,solar_exposure,school_day
2015-02-03,122594.475,27.876043975064945,18.1,21.0,11.0,Y
2015-02-04,117398.03000000006,27.80913420012244,14.8,19.0,21.2,Y
2015-02-05,118393.31,31.07095134828353,18.7,25.7,17.7,Y
2015-02-06,135255.815,28.41722912763491,14.5,29.3,4.7,Y
2015-02-07,132138.36500000002,28.761706782507872,18.8,35.8,16.1,Y
2015-02-08,13.0,31.09055848150609,13.9,27.6,12.6,Y
2015-02-09,136800.91,57.53424667898772,20.3,35.4,19.8,Y
2015-02-10,123301.835,33.1665262325577,11.6,23.1,22.0,Y
2015-02-11,13.0,78.64591998511294,15.6,31.5,25.1,Y
2015-02-12,145948.56499999994,37.522599975546186,16.4,22.7,27.7,Y
2015-02-13,131525.85499999998,39.086578343854896,16.0,23.2,18.5,Y
2015-02-14,119692.025,20.24010323118855,19.0,25.1,20.8,Y
2015-02-15,133607.065,22.02909542091953,13.7,31.0,16.8,Y
2015-02-16,131832.62999999998,31.94904060208768,18.2,24.6,24.6,Y
2015-02-17,139465.675,33.538671531902025,18.4,25.3,24.1,Y
2015-02-18,125972.765,30.23579275091724,17.7,21.2,7.8,Y
2015-02-19,125972.765,30.23579275091724,11.0,21.2,7.8,Y
2015-02-20,139465.675,33.538671531902025,14.9,25.3,24.7,Y
2015-02-21,,28.41722912763491,17.6,18.1,4.2,Y
2015-02-22,133422.45999999993,32.61410532529531,20.3,30.8,9.5,Y
2015-02-23,135255.815,28.41722912763491,18.5,21.1,8.4,Y
2015-02-24,118694.15999999996,22.27003219492855,13.5,21.1,23.9,Y
2015-02-25,118189.72000000006,33.972023618466984,15.5,19.2,18.2,Y
2015-02-26,139672.835,102.01221762198786,18.9,32.3,20.6,Y
2015-02-27,116619.57000000002,31.329399623064973,10.4,23.3,28.1,Y
2015-02-28,116275.73,25.1431307255607,17.9,32.3,20.3,Y
2015-03-01,131376.78000000006,26.576634936173647,13.0,23.8,23.6,Y
2015-03-02,119298.325,33.2501494438915,15.2,29.3,8.0,Y
2015-03-03,110662.24500000004,24.512107635552788,12.3,16.9,10.9,Y
2015-03-04,117053.75,27.750521691103444,14.1,21.1,10.8,Y
2015-03-05,123061.87,33.75036270251704,10.6,18.1,18.1,Y
2015-03-06,118723.07,25.85203989797024,11.1,20.8,11.0,Y
2015-03-07,119919.605,22.392378203714053,17.3,20.9,20.7,Y
2015-03-08,106274.56,18.918695590438112,11.3,28.3,19.9,Y
2015-03-09,103760.225,23.674970106603663,12.2,18.1,19.9,Y
2015-03-10,108282.48,23.808068267830585,18.1,23.8,19.6,Y
2015-03-11,103793.08500000002,21.09536037540457,8.5,23.1,25.1,Y
2015-03-12,121683.65000000002,26.04050589212273,11.2,19.9,18.7,Y
2015-03-13,120929.81500000002,24.19536323155708,10.4,20.4,21.2,Y
2015-03-14,108738.82,17.394529560372277,9.4,30.1,20.0,Y
2015-03-15,123056.87,34.05849946121204,11.9,23.1,22.8,Y
2015-03-16,101793.03499999996,22.02909542091953,17.4,23.1,8.0,Y
2015-03-17,125600.86,21.38556947181732,13.0,18.6,8.8,Y
2015-03-18,106418.665,24.67271635102733,8.5,22.7,18.6,N
2015-03-19,122575.93499999998,35.552542869038696,15.5,23.5,19.3,Y
2015-03-20,119491.32,24.06816285358635,14.2,19.6,19.9,Y
2015-03-21,127975.815,24.43863772854269,17.8,24.4,9.4,Y
2015-03-22,103200.64,25.322828102188502,12.3,18.5,12.6,Y
2015-03-23,116011.56499999994,31.1353602360469306003,13.6,23.4,8.7,Y
2015-03-24,121998.2,34.426524561656,9.4,24.2,9.8,Y
2015-03-25,97973.985,14.23563530014529,14.2,25.1,21.0,Y
2015-03-26,108840.18,29.67361005618333,11.5,20.5,20.4,Y
2015-03-27,121958.24499999997,49.31850031455926,11.9,27.6,17.8,Y
2015-03-28,100048.44,20.097539916664363,12.8,20.8,33.2,N
2015-03-29,122346.33499999996,25.77160037895701,11.6,22.7,11.2,N
2015-03-30,107687.51,57.50297543048399,15.9,21.7,13.3,N
2015-03-31,101793.035,14.157947711746678,8.0,17.8,25.4,Y
2015-04-01,103822.97,16.538846727752063,13.1,14.2,5.2,N
2015-04-02,103999.17,23.18805616862134,8.5,23.5,16.2,N
2015-04-03,103811.27999999998,13.27984075815268,7.2,16.6,5.9,Y
2015-04-04,113838.41000000006,23.46025057579423,12.8,17.2,17.5,N
2015-04-05,103760.225,22.05303719079252,15.4,18.3,13.4,N
2015-04-06,107256.065,56.12245133410404,13.6,21.9,13.9,N
2015-04-07,126934.24000000006,48.12810483920397,10.4,17.3,11.4,N
2015-04-08,104330.715,25.00556023842067,16.3,21.4,25.2,N
2015-04-09,108282.48,23.808068267830585,14.4,23.8,18.6,Y
2015-04-10,121753.115,25.67711079589216,8.9,18.7,15.9,N
2015-04-11,126937.94,40.68150884637011,15.6,19.6,10.9,N
2015-04-12,108790.00500000002,37.65455156427283,10.2,16.4,11.2,N
2015-04-13,120177.94500000008,29.23763309274425,10.5,19.1,19.6,Y
2015-04-14,108282.48,36.73452620391069,6.5,18.6,13.8,Y
2015-04-15,113945.5,87.10126160840052,13.5,28.2,22.7,N
2015-04-16,126937.94,40.68150884637011,15.6,17.8,10.9,Y
2015-04-17,131031.41500000002,33.98750481821477,10.1,18.5,10.9,Y
2015-04-18,109155.605,23.78090795949781,9.5,16.9,5.9,N
2015-04-19,128319.44999999994,24.56824097516005,16.5,33.5,14.4,Y
2015-04-20,126696.19,33.677175825887105,7.2,16.2,12.7,Y
2015-04-21,125204.785,40.05366229533479,15.3,18.0,14.0,Y
2015-04-22,122375.47,28.80303794379707,7.9,22.3,11.6,Y
2015-04-23,114281.61500000006,99.736133028484,8.2,27.9,10.9,Y
2015-04-24,135407.56999999998,32.21777895320034,12.2,15.3,3.9,Y
2015-04-25,132022.86999999994,30.545000610674663,10.2,20.4,4.9,N
2015-04-26,108217.81999999998,28.955419758501893,10.4,15.4,5.9,Y
2015-04-27,125707.04,48.50830487934486,7.9,14.1,8.2,N
2015-04-28,132642.14000000007,46.26803439540405,10.1,16.0,6.9,Y
2015-04-29,122810.05,26.68562797751488,13.6,17.1,3.9,Y
2015-04-30,126696.19,33.677175825887105,8.4,16.2,12.7,N
2015-05-01,126304.445,47.47446209909714,7.9,23.1,12.1,Y
2015-05-02,111665.72500000002,22.87564402237123,8.3,15.6,7.8,Y
2015-05-03,123734.865,27.383343970997988,9.2,18.1,7.1,Y
2015-05-04,122375.47,28.80303794379707,9.5,22.3,11.6,Y
2015-05-05,116696.45499999994,33.15843237105449,8.8,18.2,11.7,N
2015-05-06,129121.86,26.022589379521023,9.5,16.2,7.6,Y
2015-05-07,131237.185,29.082030032494224,10.3,15.6,6.9,Y
2015-05-08,122346.33499999996,25.77160037895701,11.6,18.1,11.2,Y
2015-05-09,108377.05,19.602360469306003,12.8,18.7,7.3,Y
2015-05-10,122375.47,28.3553589716484,12.8,22.3,7.6,Y
2015-05-11,103760.225,22.05303719079252,12.4,18.3,12.6,Y
2015-05-12,131237.185,29.082030032494224,10.3,15.6,6.7,Y
2015-05-13,133103.36999999994,29.884071370619697,5.2,17.1,11.6,Y
2015-05-14,124351.23499999994,81.80076687859194,6.9,13.1,6.2,Y
2015-05-15,132814.615,39.82982088831113,7.7,17.1,12.6,Y
2015-05-16,117136.63,35.119355526533425,11.9,16.2,10.4,Y
2015-05-17,125055.69,39.14237889935278,8.7,20.4,5.4,Y
2015-05-18,132375.94,29.8035800486992,9.5,15.8,6.6,Y
2015-05-19,126354.67999999998,38.55071373881381,7.0,12.4,7.9,Y
2015-05-20,101945.995,28.278767370900635,14.5,21.7,7.2,Y
2015-05-21,138918.385,29.88013959282769,6.5,12.4,6.3,Y
2015-05-22,129352.83000000002,41.56189874979306,6.9,15.3,6.5,Y
2015-05-23,136283.03,31.2325281983934463,15.1,36.1,20.1,Y
2015-05-24,136837.15500000006,27.66982449503573,7.6,15.0,4.4,Y
2015-05-25,136971.75500000006,38.8365147136524,9.6,17.2,8.0,Y
2015-05-26,99778.2,18.90752411598926,7.8,22.9,5.9,Y
2015-05-27,133103.36999999994,29.884071370619697,7.2,19.3,11.7,Y
2015-05-28,123734.865,27.383343970997988,9.2,15.6,6.3,Y
2015-05-29,119331.85,31.22698432354815,7.7,13.8,7.7,Y
2015-05-30,113261.26,18.57271407584552,12.3,16.8,4.9,Y
2015-05-31,126483.805,35.42248474458845,12.2,17.2,8.0,Y
2015-06-01,140904.58999999994,1284.799875966844,4.7,17.9,9.2,Y
2015-06-02,142625.03500000006,37.966538887440045,7.0,15.0,4.9,Y
2015-06-03,137724.89499999993,50.27328748807543,6.9,13.0,11.5,Y
2015-06-04,147155.26500000007,33.050284794771024,4.4,11.3,4.4,Y
2015-06-05,140431.36000000002,33.902389844990694,3.6,11.5,8.6,Y
2015-06-06,120128.29499999998,30.18134685171384,5.0,16.6,6.4,Y
2015-06-07,139073.785,36.94281938181232,9.5,16.1,3.3,Y
2015-06-08,110715.81499999996,24.35763649574364,11.1,18.5,8.2,Y
2015-06-09,132859.3049999999,50.23897194140825,5.1,17.5,10.8,Y
2015-06-10,144125.52500000005,39.7661374690569,12.5,13.4,3.3,Y
2015-06-11,116597.80999999998,32.02012919324986,14.2,14.2,7.0,Y
2015-06-12,143209.75499999998,36.39746277863544,11.5,16.9,6.9,Y
2015-06-13,140905.85,36.73054057620745,8.4,13.0,7.0,Y
2015-06-14,140905.85,36.73054057620745,8.4,13.0,7.0,Y
2015-06-15,136054.145,36.010981530184175,7.1,16.9,6.6,Y
2015-06-16,139073.785,36.94281938181232,11.3,16.1,3.3,Y
2015-06-17,140919.99500000002,36.92812664164513,5.2,18.2,8.0,Y
2015-06-18,137922.21999999994,101.3953781265267,9.2,13.5,5.7,Y
2015-06-19,139781.24500000002,38.55071373881381,7.0,12.4,7.9,Y
2015-06-20,131574.605,38.5269787758815,8.4,18.1,8.1,Y
2015-06-21,135217.65,36.08497609298784,10.3,13.5,4.7,Y
2015-06-22,140431.36,30.47783118065652,4.6,13.3,6.2,Y
2015-06-23,138640.38999999998,69.56130596645399,7.0,12.0,4.9,N
2015-06-24,117642.75499999998,32.21777895320034,12.2,16.0,8.9,Y
2015-06-25,139468.15500000006,35.775398757157134,7.0,13.1,5.2,N
2015-06-26,117048.725,83.75674608928887,13.1,16.7,4.5,Y
2015-06-27,136054.145,36.010981530184175,7.1,16.9,7.7,Y
2015-06-28,119277.48,31.001491761060013,9.6,11.8,4.1,N
2015-06-29,139468.15500000006,35.775398757157134,6.9,12.3,5.6,N
2015-06-30,143544.11,29.122837357450624,10.5,16.0,4.5,N
2015-07-01,145713.81000000006,42.62957623508712,2.2,12.0,5.0,N
2015-07-02,138972.42500000002,35.618313798582705,10.3,11.9,7.0,N
2015-07-03,135562.075,31.928625121738488,10.5,16.9,7.1,N
2015-07-04,130073.26999999996,29.127825267635693,7.3,10.6,2.8,N
2015-07-05,131237.185,29.082030032494224,10.3,15.6,6.9,Y
2015-07-06,139584.955,35.05977108922664,7.1,10.6,4.1,N
2015-07-07,135914.68,37.13177468136628,7.6,14.6,7.8,Y
2015-07-08,141994.37500000006,38.51727354305408,6.5,11.5,3.5,N
2015-07-09,120382.805,38.810956075080654,10.5,14.9,8.1,Y
2015-07-10,130616.66999999998,22.41944079075052,9.6,15.3,11.3,N
2015-07-11,141451.725,38.12797815403099,7.8,12.3,3.3,Y
2015-07-12,144797.98,40.471707641225365,6.6,12.3,7.1,N
2015-07-13,143544.11,29.122837357450624,8.6,12.3,4.5,Y
2015-07-14,134755.505,38.179120074909,8.1,13.2,12.2,Y
2015-07-15,116744.215,42.41417956298733,4.4,12.5,14.3,Y
2015-07-16,131619.365,38.5269787758815,8.9,13.6,9.2,Y
2015-07-17,131050.675,40.639264368153775,9.0,14.3,10.3,Y
2015-07-18,137844.81500000006,35.618313798582705,10.3,14.8,8.0,Y
2015-07-19,139316.28999999998,133.73650103193248,7.9,10.7,5.9,Y
2015-07-20,146154.37000000002,41.79671269083503,1.8,14.7,9.7,Y
2015-07-21,141994.37500000006,38.51727354305408,6.5,11.6,4.2,Y
2015-07-22,122397.13,29.07560905386228,10.5,15.2,7.0,N
2015-07-23,120008.455,29.441329451745705,7.7,13.3,6.9,Y
2015-07-24,140073.895,49.18959504083573,7.7,12.8,8.9,Y
2015-07-25,144797.98,40.471707641225365,6.6,12.3,8.1,Y
2015-07-26,146465.69000000006,47.97124595630553,6.5,11.0,7.2,Y
2015-07-27,142470.4299999999,35.17621744666596,6.2,11.3,9.6,Y
2015-07-28,143465.445,37.4818293809356,5.7,14.0,8.3,Y
2015-07-29,123754.55,29.868588147264084,6.5,11.9,8.0,Y
2015-07-30,133103.36999999994,29.884071370619697,7.4,14.3,7.9,Y
2015-07-31,139468.15500000006,35.775398757157134,3.1,12.3,6.9,N
2015-08-01,140919.99500000002,36.92812664164513,5.2,12.2,8.1,Y
2015-08-02,124081.46,23.00178132117092,10.0,16.6,11.2,Y
2015-08-03,141451.725,38.12797815403099,7.3,10.8,9.4,Y
2015-08-04,147550.18499999994,44.67333637806013,3.5,11.9,7.1,Y
2015-08-05,142300.53999999998,34.56485482908218,20.0,38.2,26.5,Y
2015-08-06,143642.35500000007,48.945172845780746,7.1,12.8,7.0,Y
2015-08-07,145713.81000000006,42.62957623508712,5.9,12.0,5.0,Y
2015-08-08,142325.99,42.595722403546965,8.9,10.8,8.0,Y
2015-08-09,110715.81499999996,24.35763649574364,5.0,18.5,8.2,Y
2015-08-10,130978.09500000006,30.091052372536023,8.3,16.0,10.7,Y
2015-08-11,135635.70500000005,31.928625121738488,7.1,14.1,7.6,Y
2015-08-12,138900.5,37.33841387252025675,9.3,14.8,9.2,Y
2015-08-13,141451.725,38.12797815403099,7.3,10.8,9.4,Y
2015-08-14,137838.92500000002,35.43773739384572,10.4,15.3,10.5,Y
2015-08-15,126696.19,33.677175825887105,7.0,16.2,12.7,Y
2015-08-16,135616.12500000006,31.943313532221907,7.8,14.8,10.3,Y
2015-08-17,138040.37999999998,48.12810483920397,7.8,12.3,11.4,Y
2015-08-18,148093.96000000005,45.28668705563682,6.1,9.5,9.8,Y
2015-08-19,131137.065,95.2671048871652,9.7,14.7,9.6,Y
2015-08-20,133171.39999999994,30.238061597309947,9.6,13.8,9.7,Y
2015-08-21,124728.87499999994,60.58197892626885,0.6,12.8,5.3,Y
2015-08-22,127755.09499999994,99.47616670552358,8.1,18.7,11.7,Y
2015-08-23,111412.99500000002,29.441348719774656,5.8,16.0,11.6,Y
2015-08-24,135633.88999999998,50.4974182751244064,10.3,12.7,9.1,Y
2015-08-25,135051.545,28.804677709906983,9.5,14.3,7.3,Y
2015-08-26,132704.365,39.80646362030637,6.8,15.7,10.3,Y
2015-08-27,141138.73,29.07560905386228,10.5,15.9,5.9,Y
2015-08-28,131619.365,38.5269787758815,8.9,12.9,9.2,Y
2015-08-29,138972.42500000002,35.618313798582705,10.3,11.9,7.0,Y
2015-08-30,116744.215,42.41417956298733,7.9,12.5,14.3,Y
2015-08-31,124010.03,18.57271407584552,6.7,12.5,15.3,Y
2015-09-01,134116.77,50.14578439333128,5.1,16.2,15.9,Y
2015-09-02,131619.365,38.5269787758815,8.9,12.0,9.2,Y
2015-09-03,132096.335,45.546264669265824,10.6,14.0,8.0,Y
2015-09-04,131384.87999999998,65.73690671103098,8.7,13.7,13.0,Y
2015-09-05,108377.05,19.602360469306003,12.8,22.0,12.3,Y
2015-09-06,131050.675,40.639264368153775,9.0,14.3,12.4,Y
2015-09-07,131619.365,38.5269787758815,8.9,13.6,9.2,Y
2015-09-08,132977.45,48.12810483920397,10.0,15.3,11.4,Y
2015-09-09,128001.055,48.59799058445678,10.0,13.7,17.4,Y
2015-09-10,121182.69499999992,41.9167631611915,7.6,19.6,19.9,Y
2015-09-11,123461.685,38.059403272228096,5.7,17.4,17.3,Y
2015-09-12,108790.00500000002,37.65455156427283,12.2,21.7,10.2,Y
2015-09-13,99161.765,30.35960586623281,13.2,25.5,17.7,Y
2015-09-14,106877.865,32.34590076851303,13.5,32.9,20.0,Y
2015-09-15,131734.10499999998,47.04374730712296,10.5,15.7,12.5,N
2015-09-16,131795.48500000002,38.96606247171516,8.9,14.8,17.6,Y
2015-09-17,120785.59500000002,62.27267154622205,8.3,15.1,13.6,Y
2015-09-18,130764.58500000002,40.63008102384907,10.5,14.7,8.1,N
2015-09-19,124302.93,192.48503468100068,8.7,16.0,13.1,N
2015-09-20,126937.94,40.0568150884637011,5.0,17.8,10.9,Y
2015-09-21,150671.105,45.25558280965682,8.8,14.1,11.1,N
2015-09-22,127755.09499999994,99.47616670552358,7.6,12.7,17.4,N
2015-09-23,131866.73,49.76861067078861,9.5,12.6,17.1,N
2015-09-24,127755.09499999994,99.47616670552358,5.1,12.7,17.4,N
2015-09-25,131665.01499999998,150.61276600554413,7.2,14.9,17.7,Y
2015-09-26,113547.67,31.76969479866913,8.6,22.9,12.1,N
2015-09-27,130964.88499999998,37.53937282327403,5.2,13.1,6.2,Y
2015-09-28,108377.05,19.602360469306003,7.7,18.7,7.3,N
2015-09-29,112076.46,42.12017751497505,4.3,18.3,17.1,N
2015-09-30,122830.38,41.49816808634802,8.9,17.6,17.1,N
2015-10-01,124356.415,34.80976298769952,16.5,21.6,21.7,Y
2015-10-02,107544.145,38.306983931110345,9.9,28.6,21.7,N
2015-10-03,100598.55000000002,30.78069241157053,16.3,31.3,22.2,N
2015-10-04,103828.88,36.56069849063189,13.9,24.9,22.2,N
2015-10-05,103999.335,34.38993371527647,11.7,18.6,24.4,Y
2015-10-06,127225.24500000004,36.2444514392564,15.5,35.8,18.9,Y
2015-10-07,112907.145,30.494174108733336,10.8,17.4,23.3,Y
2015-10-08,122121.32500000006,36.140982368967904,7.6,21.6,23.3,N
2015-10-09,122991.66000000002,43.804360834939615,11.6,15.9,17.3,Y
2015-10-10,112604.82499999998,34.80317686120466,17.5,29.2,11.9,Y
2015-10-11,120308.545,38.059403272228096,10.3,27.2,21.6,Y
2015-10-12,108790.00500000002,37.65455156427283,10.7,21.2,10.2,Y
2015-10-13,107864.445,28.570907083886627,17.4,29.4,27.5,Y
2015-10-14,103539.02,45.46074570050983,12.8,25.4,24.2,Y
2015-10-15,120795.0,43.51067632476509,8.3,26.7,25.4,Y
2015-10-16,122887.41000000002,39.51380992039786,10.1,26.8,27.6,Y
2015-10-17,122452.415,45.57726056525713,13.0,32.2,25.8,Y
2015-10-18,105218.515,40.30682955133894,10.3,28.6,28.6,Y
2015-10-19,126690.17,78.05783525038997,15.7,33.5,27.9,Y
2015-10-20,123985.97000000006,43.804360834939615,10.2,17.0,8.4,Y
2015-10-21,121471.64000000006,44.03304645923935,11.4,16.7,8.5,Y
2015-10-22,124356.415,34.80976298769952,14.5,21.6,21.7,N
2015-10-23,126655.49000000006,43.33286920093239,12.9,31.8,14.4,Y
2015-10-24,131069.4,36.33901155418428,9.7,24.3,25.8,Y
2015-10-25,123490.855,54.7201571117916,9.6,15.3,25.8,Y
2015-10-26,112142.54,48.05972395221296,10.3,15.3,21.9,Y
2015-10-27,117282.76500000006,31.59640662718004,11.8,16.2,23.6,Y
2015-10-28,122887.41000000002,39.51380992039786,10.1,26.1,26.6,Y
2015-10-29,102386.52500000002,34.80317686120466,11.5,15.5,25.8,N
2015-10-30,121256.97000000006,35.87555035104373,12.6,27.4,25.2,Y
2015-10-31,97728.75,17.008680881521563,15.3,19.5,23.4,N
2015-11-01,101793.035,14.157947711746678,8.0,17.9,25.4,Y
2015-11-02,104364.735,26.267269679264743,16.4,24.5,25.0,Y
2015-11-03,121566.645,35.22410385019674,11.5,20.1,16.0,Y
2015-11-04,120177.94500000008,29.23763309274425,10.9,27.2,19.6,Y
2015-11-05,105376.33500000002,29.90281082892093,16.9,19.2,19.6,Y
2015-11-06,120505.585,30.642866872518805,16.6,18.7,3.7,Y
2015-11-07,117053.75,27.750521691103444,10.0,21.1,10.8,Y
2015-11-08,103769.48000000004,19.934105575237087,7.8,15.0,27.5,Y
2015-11-09,123968.9,36.08497609298784,15.6,14.6,13.4,Y
2015-11-10,103964.33,67.07312753422258,10.3,17.2,6.3,Y
2015-11-11,96817.00000000004,66.47681473811416,18.6,27.4,27.4,Y
2015-11-12,145005.62,37.53937282327403,5.2,13.1,6.9,Y
2015-11-13,117078.58500000002,32.82309665469565,9.5,18.2,18.2,Y
2015-11-14,121551.685,36.98010660437743,13.7,19.3,7.6,Y
2015-11-15,120263.51499999994,26.55901189774805,15.9,20.1,21.4,Y
2015-11-16,124557.225,39.12737374006206,11.4,26.3,29.4,Y
2015-11-17,131442.19999999998,36.02454725194801,15.7,33.3,24.0,Y
2015-11-18,132353.755,60.68023826977935,14.7,29.5,29.2,Y
2015-11-19,139245.21,155.50280588538735,17.1,26.9,28.1,Y
2015-11-20,131525.85499999998,39.086578343854896,18.1,39.7,29.5,Y
2015-11-21,126527.35999999994,27.537864268645148,20.2,25.6,4.2,Y
2015-11-22,101352.12,18.272654828881887,11.1,16.4,3.8,Y
2015-11-23,114406.82499999998,41.36877244517536,13.8,20.7,27.3,Y
2015-11-24,122634.52999999998,48.7069714561633,11.9,17.5,20.3,Y
2015-11-25,124728.87499999994,60.6920339219768,13.5,33.3,17.5,Y
2015-11-26,112412.44499999998,34.21179456598422,9.1,15.1,12.9,Y
2015-11-27,117492.81999999998,40.36654546209718,9.0,18.2,16.8,Y
2015-11-28,105011.19500000004,43.326660836018455,12.0,20.1,27.1,Y
2015-11-29,122452.415,45.57726056525713,10.0,30.3,26.6,Y
2015-11-30,121067.59,76.02598021237554,11.3,33.3,24.1,Y
2015-12-01,131271.26499999998,38.70567585030891,17.4,22.7,27.7,Y
2015-12-02,108761.36999999998,37.53130426674841,12.0,22.0,32.4,Y
2015-12-03,121699.425,43.34422421018012,12.2,20.1,26.6,Y
2015-12-04,129606.00999999994,33.13898756122499,15.4,38.8,26.8,N
2015-12-05,118723.07,25.322828102188502,12.6,18.6,11.8,Y
2015-12-06,135420.81999999998,101.3953781265267,18.2,33.9,18.2,Y
2015-12-07,126362.045,60.59554514704572,18.1,27.6,19.6,Y
2015-12-08,115606.00500000002,37.920958989501145,15.5,25.3,27.9,Y
2015-12-09,99334.80000000002,82.98083753478134,15.4,20.8,27.3,Y
2015-12-10,136283.03,31.25281983934463,18.1,36.1,20.0,Y
2015-12-11,138597.69000000006,153.78429577217338,25.1,36.0,13.0,Y
2015-12-12,120390.11000000002,45.15757294141522,12.6,32.8,30.0,Y
2015-12-13,96120.52499999998,41.255982710382,16.2,20.5,26.6,N
2015-12-14,111423.765,19.91910633382385,12.1,21.7,21.3,Y
2015-12-15,129077.41000000006,51.66083016540228,14.4,24.6,30.3,Y
2015-12-16,125972.765,30.25014938549424,15.6,26.2,24.4,Y
2015-12-17,114256.13,,15.1,26.0,32.0,Y
2015-12-18,114468.17,28.64742991741722,16.5,36.3,32.3,N
2015-12-19,127261.29499999998,78.29441630505174,7.9,13.5,17.4,Y
2015-12-20,129798.46999999994,73.6354005892444,14.9,31.3,24.0,Y
2015-12-21,113802.21,49.62125191681253,15.0,20.2,25.4,N
2015-12-22,145005.62,37.53937282327403,5.2,13.1,6.9,Y
2015-12-23,126553.39999999994,39.13822082688365,13.6,26.0,28.6,N
2015-12-24,134583.25000000006,50.81827517131588,16.7,20.8,27.9,N
2015-12-25,114468.17,28.64742991741722,16.4,36.3,32.0,N
2015-12-26,96845.12,22.6093860982557,12.1,18.3,27.9,N
2015-12-27,96394.94,19.823183585155,11.9,19.4,27.6,N
2015-12-28,125795.32499999998,31.83656958277266,11.2,25.7,31.6,N
2015-12-29,111647.54,27.33170157040629,12.4,23.9,33.0,N
2015-12-30,112141.83,34.44341545994803,20.1,23.8,32.8,N
2015-12-31,146473.835,101.99155882414084,19.7,39.7,29.6,N
2016-01-01,97656.44500000002,19.89538480179161,17.5,27.1,25.7,N
2016-01-02,121942.89499999996,31.5887666513904,12.5,23.6,29.3,Y
2016-01-03,104700.055,23.790582966742463,17.2,17.4,18.8,Y
2016-01-04,116321.6,14.490796653845893,13.1,26.5,16.7,N
2016-01-05,120396.335,36.371404186431405,16.1,25.4,18.9,N
2016-01-06,110154.36000000004,31.5887666513904,12.8,24.6,31.7,N
2016-01-07,95410.39000000004,46.251483918575296,15.3,21.2,25.1,N
2016-01-08,111879.54000000002,36.88815615527199,16.2,20.6,25.4,N
2016-01-09,105483.435,91.8515467177382,16.7,22.0,28.4,N
2016-01-10,120366.31999999998,72.81305684887603,17.7,26.2,28.6,N
2016-01-11,112141.83,24.06507764809973,20.1,27.8,28.3,N
2016-01-12,135006.11,62.53997501853807,17.1,24.9,29.1,N
2016-01-13,117880.565,32.6155475018012,19.1,24.3,22.0,N
2016-01-14,120396.335,36.371404186431405,16.7,18.1,27.5,N
2016-01-15,111329.61999999998,30.08696209777776,17.3,23.2,13.8,N
2016-01-16,99701.43,23.81353739911253,18.0,29.8,26.1,N
2016-01-17,97656.44500000002,19.89538480179161,16.2,21.8,25.0,N
2016-01-18,110609.40000000002,29.07038254840908,17.3,15.5,27.2,N
2016-01-19,101692.44999999998,30.2218554796405,15.9,23.5,30.2,N
2016-01-20,129135.185,42.33773276779679,19.3,21.8,6.5,N
2016-01-21,139450.61500000002,55.470089536356646,19.0,26.2,14.3,N
