date,cloud_cover,global_radiation,max_temp,mean_temp,min_temp,pressure
02-05-1979,4.0,214.0,10.0,4.6,1.1,100480.0
03-05-1979,7.0,84.0,15.1,7.3,4.1,100830.0
04-05-1979,5.0,201.0,14.7,12.4,6.9,100550.0
05-05-1979,6.0,131.0,15.2,10.9,7.6,101390.0
06-05-1979,4.0,240.0,15.0,10.0,4.8,102290.0
07-05-1979,7.0,156.0,17.2,10.0,4.4,102310.0
08-05-1979,4.0,237.0,13.6,10.0,4.7,102210.0
09-05-1979,7.0,105.0,16.7,9.8,7.5,102250.0
10-05-1979,7.0,30.0,13.9,10.6,7.3,102690.0
11-05-1979,6.0,216.0,13.4,11.8,8.4,100470.0
12-05-1979,5.0,156.0,20.1,4.6,0.2,100640.0
13-05-1979,4.0,308.0,23.1,16.6,11.5,103160.0
14-05-1979,4.0,210.0,15.5,11.3,10.0,100700.0
15-05-1979,7.0,79.0,19.1,11.2,7.5,100650.0
16-05-1979,5.0,237.0,16.0,13.4,9.4,102870.0
17-05-1979,7.0,139.0,16.0,11.3,7.2,100920.0
18-05-1979,7.0,212.0,16.7,13.9,9.4,100620.0
19-05-1979,6.0,234.0,15.0,16.5,8.5,102290.0
20-05-1979,7.0,79.0,15.8,11.0,10.2,100650.0
21-05-1979,6.0,126.0,15.3,9.0,5.5,100680.0
22-05-1979,6.0,110.0,16.6,11.3,9.4,101480.0
23-05-1979,5.0,251.0,15.0,11.8,6.5,100880.0
24-05-1979,6.0,168.0,16.7,12.5,9.4,100550.0
25-05-1979,7.0,136.0,16.0,15.4,11.0,100740.0
26-05-1979,4.0,244.0,18.1,12.2,8.5,100310.0
27-05-1979,7.0,81.0,18.7,11.6,7.4,100910.0
28-05-1979,6.0,,9.3,9.0,5.7,100830.0
29-05-1979,6.0,244.0,17.1,12.5,6.5,100650.0
30-05-1979,7.0,136.0,13.9,11.6,7.3,102700.0
31-05-1979,8.0,82.0,12.5,11.2,8.5,101980.0
01-06-1979,7.0,94.0,16.2,12.9,8.3,102260.0
02-06-1979,7.0,216.0,19.2,16.4,11.5,102760.0
03-06-1979,7.0,145.0,17.1,15.2,10.6,101220.0
04-06-1979,6.0,204.0,16.7,12.3,8.4,100820.0
05-06-1979,6.0,224.0,17.2,12.4,8.8,101970.0
06-06-1979,6.0,219.0,18.8,13.8,7.8,101970.0
07-06-1979,4.0,199.0,15.0,10.8,4.2,102110.0
08-06-1979,6.0,256.0,22.0,16.2,8.1,101490.0
09-06-1979,5.0,212.0,22.5,18.0,13.5,102060.0
10-06-1979,3.0,336.0,23.2,16.9,10.5,102560.0
11-06-1979,5.0,297.0,29.0,19.6,12.3,102030.0
12-06-1979,4.0,149.0,21.1,14.8,8.3,102060.0
13-06-1979,6.0,212.0,16.2,15.4,12.9,101890.0
14-06-1979,6.0,260.0,20.4,16.1,12.6,101150.0
15-06-1979,7.0,80.0,20.2,12.8,9.3,101790.0
16-06-1979,5.0,209.0,20.0,14.2,10.5,101820.0
17-06-1979,6.0,205.0,20.1,15.8,11.2,101570.0
18-06-1979,5.0,219.0,21.2,15.8,10.5,102220.0
19-06-1979,4.0,308.0,22.5,15.6,8.0,102570.0
20-06-1979,6.0,260.0,16.7,16.5,12.3,101820.0
21-06-1979,6.0,110.0,22.8,18.6,16.7,101500.0
22-06-1979,7.0,110.0,20.1,14.9,10.9,102220.0
23-06-1979,1.0,178.0,18.6,11.4,5.7,102730.0
24-06-1979,6.0,224.0,18.7,13.5,10.3,101720.0
25-06-1979,6.0,208.0,19.8,17.0,11.4,101640.0
26-06-1979,6.0,256.0,17.2,17.2,11.5,101640.0
27-06-1979,5.0,219.0,20.8,14.8,8.6,101360.0
28-06-1979,6.0,158.0,19.7,16.1,11.2,101290.0
29-06-1979,6.0,212.0,16.6,15.8,13.9,101150.0
30-06-1979,6.0,110.0,21.6,16.5,12.6,102260.0
01-07-1979,5.0,210.0,25.5,16.9,13.1,102510.0
02-07-1979,7.0,216.0,20.1,17.8,15.3,101820.0
03-07-1979,5.0,274.0,20.4,17.0,10.2,101970.0
04-07-1979,4.0,308.0,21.9,15.2,8.5,102460.0
05-07-1979,3.0,251.0,25.5,23.2,18.0,101.0
06-07-1979,5.0,280.0,22.1,18.2,13.4,102680.0
07-07-1979,5.0,204.0,22.5,17.0,12.4,102060.0
08-07-1979,4.0,296.0,22.1,18.4,11.7,102440.0
09-07-1979,6.0,105.0,18.2,16.9,14.0,102260.0
10-07-1979,2.0,285.0,26.1,19.2,16.4,101360.0
11-07-1979,6.0,224.0,25.5,18.4,14.5,102840.0
12-07-1979,3.0,310.0,21.9,15.4,9.6,102620.0
13-07-1979,6.0,165.0,23.1,16.8,12.9,102640.0
14-07-1979,7.0,113.0,25.2,17.7,13.2,102360.0
15-07-1979,5.0,201.0,23.1,18.4,15.7,102110.0
16-07-1979,6.0,300.0,21.1,15.8,10.7,102750.0
17-07-1979,6.0,201.0,25.3,18.9,12.4,102430.0
18-07-1979,4.0,212.0,20.1,18.4,13.2,101660.0
19-07-1979,6.0,252.0,20.8,17.9,13.6,101450.0
20-07-1979,5.0,243.0,21.2,15.4,10.9,101480.0
21-07-1979,6.0,170.0,18.5,16.7,13.0,101380.0
22-07-1979,6.0,256.0,17.6,17.2,12.9,102370.0
23-07-1979,3.0,271.0,21.4,15.4,8.6,102110.0
24-07-1979,5.0,196.0,17.4,17.0,14.2,101970.0
25-07-1979,5.0,206.0,21.0,18.9,12.4,101860.0
26-07-1979,6.0,145.0,30.6,21.6,14.2,102080.0
27-07-1979,6.0,202.0,21.9,20.0,14.6,101910.0
28-07-1979,7.0,158.0,17.7,17.6,13.8,101300.0
29-07-1979,6.0,139.0,21.6,18.0,15.4,101320.0
30-07-1979,6.0,194.0,26.2,18.6,13.0,101970.0
31-07-1979,6.0,203.0,20.5,17.0,14.8,100220.0
01-08-1979,5.0,205.0,21.6,14.6,9.0,100070.0
02-08-1979,6.0,187.0,25.0,20.0,14.0,101570.0
03-08-1979,6.0,192.0,21.0,18.6,15.9,101710.0
04-08-1979,7.0,72.0,19.8,17.4,16.0,101260.0
05-08-1979,6.0,205.0,21.2,18.6,15.7,101790.0
06-08-1979,8.0,96.0,25.8,16.1,9.6,101580.0
07-08-1979,6.0,153.0,20.1,19.6,16.1,101740.0
08-08-1979,,153.0,22.3,17.9,11.0,101870.0
09-08-1979,3.0,251.0,24.5,17.8,11.0,102070.0
10-08-1979,2.0,276.0,22.2,15.2,12.1,101040.0
11-08-1979,2.0,278.0,23.6,16.7,10.5,102180.0
12-08-1979,5.0,218.0,20.6,18.6,13.8,101140.0
13-08-1979,6.0,192.0,23.6,20.4,14.8,102060.0
14-08-1979,6.0,89.0,23.6,16.6,13.0,100440.0
15-08-1979,4.0,265.0,25.1,16.8,12.1,102070.0
16-08-1979,1.0,278.0,22.4,15.8,9.9,102030.0
17-08-1979,5.0,264.0,26.5,16.4,9.2,102070.0
18-08-1979,6.0,89.0,20.5,16.5,12.1,101820.0
19-08-1979,6.0,79.0,19.2,16.4,13.4,101680.0
20-08-1979,6.0,225.0,19.3,16.6,12.5,101680.0
21-08-1979,6.0,60.0,19.5,16.0,12.9,101580.0
22-08-1979,6.0,16.0,16.6,14.3,9.6,101380.0
23-08-1979,8.0,75.0,18.5,16.6,12.9,100560.0
24-08-1979,6.0,205.0,19.8,14.2,9.4,101400.0
25-08-1979,8.0,64.0,18.0,13.8,9.5,100.0
26-08-1979,6.0,205.0,18.6,15.2,9.5,101030.0
27-08-1979,6.0,82.0,23.1,18.8,15.5,102280.0
28-08-1979,3.0,251.0,23.9,15.8,8.6,102560.0
29-08-1979,6.0,15.0,18.7,13.6,11.7,101900.0
30-08-1979,6.0,71.0,20.1,16.6,13.7,100070.0
31-08-1979,6.0,82.0,19.9,17.0,14.4,100920.0
01-09-1979,4.0,140.0,21.5,17.0,13.2,101570.0
02-09-1979,7.0,101370.0,16.5,11.4,7.4,101230.0
03-09-1979,,,21.5,16.8,12.5,101820.0
04-09-1979,2.0,153.0,20.1,19.2,16.5,101870.0
05-09-1979,6.0,78.0,21.2,15.3,12.4,101980.0
06-09-1979,6.0,182.0,21.8,14.0,8.0,102500.0
07-09-1979,8.0,37.0,18.5,16.1,12.5,101390.0
08-09-1979,7.0,56.0,18.7,11.1,6.8,101560.0
09-09-1979,6.0,124.0,18.1,17.6,13.5,100900.0
10-09-1979,,46.0,18.7,16.0,12.5,101550.0
11-09-1979,7.0,156.0,23.4,16.1,10.7,103090.0
12-09-1979,4.0,250.0,27.0,19.4,11.6,102270.0
13-09-1979,6.0,75.0,18.2,15.4,12.6,101880.0
14-09-1979,4.0,157.0,17.2,11.0,4.7,101020.0
15-09-1979,4.0,131.0,21.0,15.4,7.4,102730.0
16-09-1979,7.0,157.0,,15.4,11.6,101870.0
17-09-1979,7.0,73.0,18.9,16.0,13.1,101410.0
18-09-1979,7.0,46.0,18.8,16.3,13.9,100910.0
19-09-1979,7.0,46.0,17.6,17.4,16.4,101340.0
20-09-1979,4.0,126.0,18.6,15.4,10.7,101540.0
21-09-1979,3.0,172.0,17.4,18.0,12.2,101770.0
22-09-1979,4.0,124.0,20.5,13.3,9.4,101380.0
23-09-1979,5.0,164.0,17.6,14.6,10.1,102870.0
24-09-1979,7.0,64.0,16.3,11.3,7.0,101330.0
25-09-1979,4.0,85.0,17.2,14.4,10.1,101880.0
26-09-1979,5.0,142.0,17.4,15.4,13.0,102210.0
27-09-1979,6.0,95.0,19.7,13.6,9.0,102730.0
28-09-1979,3.0,138.0,18.7,11.6,7.4,102860.0
29-09-1979,8.0,45.0,18.6,16.3,12.9,101560.0
30-09-1979,4.0,71.0,25.1,18.4,13.0,102070.0
01-10-1979,7.0,107.0,19.3,14.0,9.7,101850.0
02-10-1979,7.0,78.0,20.0,15.7,11.3,101390.0
03-10-1979,4.0,107.0,20.5,23.6,18.0,102330.0
04-10-1979,2.0,135.0,19.3,15.4,13.3,101870.0
05-10-1979,5.0,39.0,21.7,14.6,9.7,101850.0
06-10-1979,7.0,97.0,21.2,15.9,13.1,101980.0
07-10-1979,7.0,87.0,16.1,12.8,8.6,102530.0
08-10-1979,4.0,98.0,17.0,11.5,6.3,102800.0
09-10-1979,7.0,105.0,18.2,14.6,9.2,100910.0
10-10-1979,5.0,36.0,20.5,14.6,10.3,102570.0
11-10-1979,6.0,122.0,20.2,15.6,13.0,101680.0
12-10-1979,5.0,63.0,26.1,16.6,14.8,102080.0
13-10-1979,4.0,116.0,15.0,12.2,8.4,100550.0
14-10-1979,4.0,146.0,16.3,11.5,7.0,100280.0
15-10-1979,8.0,26.0,15.4,9.1,4.2,99820.0
16-10-1979,7.0,29.0,12.2,9.0,4.5,99370.0
17-10-1979,7.0,71.0,15.1,12.4,7.6,100620.0
18-10-1979,8.0,26.0,15.0,12.2,9.4,101180.0
19-10-1979,5.0,78.0,13.5,11.6,7.9,101750.0
20-10-1979,8.0,28.0,15.3,11.0,6.8,101340.0
21-10-1979,7.0,28.0,14.1,11.6,10.8,100340.0
22-10-1979,5.0,78.0,14.5,10.8,4.7,101280.0
23-10-1979,3.0,104.0,14.5,8.8,3.5,103030.0
24-10-1979,7.0,26.0,11.0,9.0,5.2,100290.0
25-10-1979,4.0,97.0,13.4,7.8,3.5,103570.0
26-10-1979,4.0,74.0,14.3,12.2,9.5,102900.0
27-10-1979,6.0,53.0,13.9,11.4,7.6,101870.0
28-10-1979,5.0,64.0,13.5,11.0,6.5,100830.0
29-10-1979,4.0,64.0,12.2,8.3,4.0,102730.0
30-10-1979,8.0,24.0,15.3,13.6,8.9,102150.0
31-10-1979,6.0,23.0,18.4,13.3,9.6,101240.0
01-11-1979,7.0,30.0,15.7,11.2,8.7,102210.0
02-11-1979,4.0,65.0,11.1,7.2,4.5,100200.0
03-11-1979,7.0,25.0,15.0,10.8,8.0,102950.0
04-11-1979,4.0,62.0,15.8,12.6,9.9,102750.0
05-11-1979,8.0,21.0,11.2,10.8,10.1,102210.0
06-11-1979,5.0,21.0,13.1,7.8,3.0,102550.0
07-11-1979,7.0,21.0,9.2,6.8,3.0,102310.0
08-11-1979,4.0,77.0,9.1,4.4,1.9,100930.0
09-11-1979,4.0,56.0,9.5,6.8,3.6,101600.0
10-11-1979,8.0,20.0,15.1,6.8,1.6,100480.0
11-11-1979,7.0,23.0,8.6,6.2,4.5,101380.0
12-11-1979,6.0,35.0,9.6,4.2,1.5,102170.0
13-11-1979,6.0,18.0,9.2,8.5,6.7,100550.0
14-11-1979,4.0,21.0,7.1,4.8,3.0,100890.0
15-11-1979,6.0,18.0,7.9,6.6,4.5,100620.0
16-11-1979,8.0,18.0,8.5,4.4,2.5,99890.0
17-11-1979,,17.0,13.9,6.8,1.6,102210.0
18-11-1979,8.0,26.0,9.5,3.3,2.9,101380.0
19-11-1979,2.0,55.0,5.9,3.6,1.5,102290.0
20-11-1979,7.0,17.0,8.5,6.4,4.0,102290.0
21-11-1979,3.0,62.0,10.1,6.8,2.7,100480.0
22-11-1979,7.0,30.0,12.9,11.4,8.7,102230.0
23-11-1979,7.0,16.0,12.5,11.6,8.0,102230.0
24-11-1979,8.0,16.0,13.7,5.0,-0.4,101850.0
25-11-1979,7.0,15.0,11.7,9.0,7.6,101530.0
26-11-1979,3.0,71.0,4.5,3.6,-1.5,102730.0
27-11-1979,7.0,20.0,12.9,11.2,8.0,102290.0
28-11-1979,4.0,45.0,7.1,6.0,4.4,100930.0
29-11-1979,4.0,32.0,9.3,4.0,1.8,100740.0
30-11-1979,7.0,40.0,13.5,9.7,5.8,101740.0
01-12-1979,6.0,21.0,13.6,9.6,8.0,102720.0
02-12-1979,4.0,43.0,12.6,8.7,6.7,101670.0
03-12-1979,7.0,21.0,14.7,11.0,8.8,100780.0
04-12-1979,8.0,13.0,14.3,12.5,10.2,102610.0
05-12-1979,7.0,13.0,11.5,11.2,10.6,101440.0
06-12-1979,3.0,46.0,6.3,8.0,5.5,100550.0
07-12-1979,8.0,13.0,0.0,9.8,6.6,100670.0
08-12-1979,7.0,28.0,13.3,11.7,9.0,101850.0
09-12-1979,5.0,42.0,4.0,11.2,8.9,100360.0
10-12-1979,5.0,40.0,7.3,6.5,3.0,99130.0
11-12-1979,4.0,29.0,4.0,1.2,-4.1,102760.0
12-12-1979,3.0,46.0,8.4,6.4,3.0,100580.0
13-12-1979,6.0,12.0,10.0,2.7,-0.4,100400.0
14-12-1979,8.0,12.0,4.6,4.4,1.3,100950.0
15-12-1979,3.0,46.0,6.6,3.6,1.9,99270.0
16-12-1979,7.0,12.0,10.0,11.8,9.2,99160.0
17-12-1979,8.0,12.0,6.6,6.8,2.6,101540.0
18-12-1979,5.0,35.0,11.2,4.2,1.9,101640.0
19-12-1979,5.0,35.0,7.7,5.8,4.5,101490.0
20-12-1979,8.0,12.0,4.8,2.7,1.8,100290.0
21-12-1979,5.0,32.0,3.7,5.4,7.5,99490.0
22-12-1979,7.0,20.0,14.7,11.2,9.2,98430.0
23-12-1979,7.0,32.0,7.7,2.9,0.4,100580.0
24-12-1979,5.0,32.0,4.2,3.7,1.8,100580.0
25-12-1979,6.0,14.0,9.2,9.1,6.7,99220.0
26-12-1979,8.0,12.0,12.6,11.8,8.7,102280.0
27-12-1979,3.0,45.0,1.7,-0.8,-4.6,100420.0
28-12-1979,6.0,12.0,11.7,5.2,1.7,99490.0
29-12-1979,3.0,45.0,4.4,1.8,-1.0,101380.0
30-12-1979,5.0,32.0,6.6,7.5,4.8,99200.0
31-12-1979,5.0,45.0,1.0,2.1,1.4,101380.0
01-01-1980,2.0,52.0,8.3,1.2,-7.0,103610.0
02-01-1980,4.0,51.0,2.0,2.4,1.4,102230.0
03-01-1980,6.0,13.0,3.5,-2.6,-7.2,100550.0
04-01-1980,5.0,43.0,8.4,6.4,3.6,101910.0
05-01-1980,6.0,21.0,5.8,6.7,3.3,100520.0
06-01-1980,4.0,36.0,-1.7,1.2,-1.5,101380.0
07-01-1980,4.0,45.0,4.4,3.1,-0.1,101600.0
08-01-1980,8.0,13.0,8.9,4.0,3.4,100760.0
09-01-1980,7.0,13.0,5.5,2.4,0.8,101220.0
10-01-1980,8.0,14.0,6.9,6.8,4.2,102030.0
11-01-1980,6.0,19.0,2.5,2.6,0.3,101980.0
12-01-1980,8.0,14.0,3.5,2.8,2.2,101700.0
13-01-1980,4.0,,,-4.1,-7.0,101830.0
14-01-1980,4.0,39.0,4.2,4.8,1.1,102790.0
15-01-1980,4.0,18.0,6.4,4.0,1.0,101940.0
16-01-1980,4.0,53.0,5.8,3.6,1.6,100550.0
17-01-1980,6.0,15.0,6.1,5.6,3.8,101180.0
18-01-1980,4.0,51.0,2.3,-1.2,-4.0,101940.0
19-01-1980,5.0,45.0,3.7,1.5,-2.0,100330.0
20-01-1980,8.0,16.0,3.9,2.4,0.3,101980.0
21-01-1980,6.0,45.0,3.3,1.6,-1.1,101390.0
22-01-1980,7.0,25.0,6.5,4.0,3.0,98960.0
23-01-1980,4.0,61.0,8.0,4.4,0.2,98920.0
24-01-1980,4.0,64.0,9.0,2.6,-2.8,100920.0
25-01-1980,8.0,19.0,9.1,3.1,-0.3,101890.0
26-01-1980,6.0,53.0,11.1,3.1,0.1,101190.0
27-01-1980,3.0,26.0,9.3,4.8,4.1,101600.0
28-01-1980,6.0,18.0,3.9,3.9,0.0,102380.0
29-01-1980,7.0,25.0,4.5,1.1,-1.0,101630.0
30-01-1980,5.0,19.0,4.8,3.9,0.6,101980.0
31-01-1980,4.0,29.0,6.1,1.8,-2.3,103050.0
01-02-1980,6.0,54.0,11.6,6.7,3.6,101910.0
02-02-1980,6.0,20.0,11.1,7.6,3.0,100320.0
03-02-1980,8.0,26.0,11.1,5.6,3.4,100650.0
04-02-1980,7.0,20.0,10.6,8.8,4.8,100320.0
05-02-1980,8.0,20.0,10.0,5.2,1.5,102830.0
06-02-1980,8.0,21.0,3.9,6.7,4.8,101010.0
07-02-1980,8.0,25.0,10.4,6.0,3.4,100400.0
08-02-1980,8.0,27.0,9.1,8.1,3.3,102150.0
09-02-1980,8.0,22.0,11.3,8.2,3.5,102530.0
10-02-1980,7.0,64.0,10.3,7.4,3.7,101830.0
11-02-1980,7.0,21.0,8.2,7.2,3.5,102160.0
12-02-1980,6.0,25.0,,7.0,4.5,101810.0
13-02-1980,7.0,31.0,8.3,9.0,6.4,102330.0
14-02-1980,7.0,31.0,9.1,7.2,4.4,101890.0
15-02-1980,8.0,25.0,8.1,7.8,3.1,101830.0
16-02-1980,7.0,25.0,2.5,7.6,3.5,102540.0
17-02-1980,7.0,31.0,11.8,9.4,6.5,103710.0
18-02-1980,5.0,64.0,10.9,5.6,1.1,103530.0
19-02-1980,7.0,96.0,12.5,6.4,4.6,102540.0
20-02-1980,7.0,46.0,10.3,7.6,4.0,101670.0
21-02-1980,8.0,28.0,6.9,1.8,-1.1,101620.0
22-02-1980,7.0,28.0,9.5,4.8,0.6,102640.0
23-02-1980,7.0,29.0,6.4,3.3,1.2,101300.0
24-02-1980,8.0,29.0,9.7,4.0,2.7,102570.0
25-02-1980,1.0,92.0,9.8,1.2,-2.4,102720.0
26-02-1980,6.0,59.0,10.1,6.4,1.6,101720.0
27-02-1980,6.0,31.0,11.7,6.4,3.5,101150.0
28-02-1980,6.0,64.0,9.7,6.4,3.0,102540.0
29-02-1980,6.0,55.0,5.9,3.2,-2.4,102810.0
01-03-1980,7.0,141.0,7.3,4.0,-2.1,102340.0
02-03-1980,6.0,93.0,7.6,8.5,2.0,101130.0
03-03-1980,6.0,135.0,3.9,2.6,1.6,101590.0
04-03-1980,5.0,36.0,8.8,4.8,1.6,102000.0
05-03-1980,5.0,121.0,7.1,5.8,-0.1,102000.0
06-03-1980,7.0,36.0,9.7,8.4,2.7,104050.0
07-03-1980,7.0,38.0,8.1,5.0,1.1,99860.0
08-03-1980,5.0,136.0,6.2,7.0,3.3,102580.0
09-03-1980,8.0,39.0,3.6,2.6,0.7,102040.0
